STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
USC00435416,"MOUNT MANSFIELD, VT US",11/16/14,0.01,0,4,19,13,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/17/14,0.23,1.7,6,28,13,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/18/14,0.23,0.5,6,32,7,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/19/14,0.11,3,9,12,5,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/20/14,0.02,0.5,9,15,7,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/21/14,0.17,3,13,13,6,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/22/14,0,,11,24,3,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/23/14,0.13,0,10,34,20,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/24/14,0.23,0,5,50,32,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/25/14,0.18,0,3,49,28,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/26/14,0.08,0.8,5,28,18,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/27/14,0.53,7.5,9,21,11,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/28/14,0.2,5,12,12,7,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/29/14,0.06,0.6,14,20,5,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/30/14,0,,14,36,12,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/1/14,0,,9,39,16,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/2/14,0,0,9,17,1,11,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/3/14,0.21,0,10,32,10,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/4/14,0.33,2.7,12,28,6,6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/5/14,0,0,12,17,2,13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/6/14,0.38,2.5,13,28,11,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/8/14,0,0,13,14,-4,8,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/9/14,0.22,0.5,15,27,7,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/10/14,1.98,17,30,28,23,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/11/14,0.44,4,30,26,19,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/12/14,0.2,1.6,30,19,15,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/13/14,0.08,0.6,30,18,14,17,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/14/14,0,0,29,22,15,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/15/14,0,0,29,41,14,36,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/16/14,0,0,29,40,24,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/17/14,0.14,0.3,29,31,26,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/18/14,0.5,3.3,33,29,17,17,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/19/14,0.19,0,33,20,10,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/20/14,0,0,33,28,10,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/21/14,0,0,33,24,14,14,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/22/14,0,0,33,23,13,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/23/14,0.25,2,34,27,21,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/24/14,0.5,0,32,37,27,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/25/14,0.32,0,30,47,26,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/26/14,0,0,29,26,22,24,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/27/14,0,0,29,28,23,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/28/14,0.1,0,28,33,21,21,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/29/14,0.06,0.5,28,21,3,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/30/14,0,0,28,3,-8,-3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/31/14,0.02,0,29,4,-5,1,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/1/15,0,0,32,8,0,8,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/2/15,0.12,2.5,34,13,4,4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/3/15,0,0,33,8,-5,4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/4/15,0.93,0,36,41,3,37,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/5/15,0,0,36,38,-7,-7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/6/15,0.02,0,38,-2,-12,-2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/7/15,0.13,1.4,40,0,-16,-16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/8/15,0.05,0.5,40,-4,-30,-4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/9/15,0.05,1,42,5,-4,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/10/15,0.09,1,44,4,-4,-2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/11/15,0,0,43,7,-4,5,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/12/15,0.21,2,45,18,5,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/13/15,0.1,1,46,19,-13,8,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/14/15,0,0,45,18,8,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/15/15,0,0,45,16,4,11,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/16/15,0.08,1.3,46,15,-8,-8,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/17/15,0,0,46,15,-20,5,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/18/15,0,0,46,31,4,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/19/15,1.07,9.5,56,31,18,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/20/15,0.14,0.5,58,18,-4,4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/21/15,0,0,58,19,-2,15,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/22/15,0,0,58,15,7,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/23/15,0,0,56,14,3,13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/24/15,0,0,54,22,11,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/25/15,0.21,1.2,55,19,-7,-7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/26/15,0,0,55,6,-11,0,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/27/15,0.1,1,55,6,-11,-4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/28/15,0.08,1.1,55,11,-8,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/29/15,0,0,55,24,6,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/30/15,0.32,7,57,19,-1,-1,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/31/15,0.08,2,59,-1,-20,-9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/1/15,0,0,59,0,-11,-7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/2/15,0.41,5,62,6,-9,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/3/15,0.1,1,63,7,-17,0,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/4/15,0.09,1.5,64,13,0,13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/5/15,0.31,8,72,16,-8,-7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/6/15,0.03,0.4,71,3,-15,0,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/7/15,0.18,4.3,76,6,-2,5,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/8/15,0.22,2.4,76,6,-2,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/9/15,0.06,0.5,76,6,3,6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/10/15,0,0,73,17,6,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/11/15,0,0,71,19,2,15,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/12/15,0.08,1.4,72,16,7,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/13/15,0,0,72,7,-25,-12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/14/15,0.16,2,71,1,-15,-1,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/15/15,0.19,2.7,72,4,-20,-20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/16/15,0.02,0.2,72,-9,-26,-9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/17/15,0,0,72,8,-14,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/18/15,0,0,72,10,-5,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/19/15,0.05,3,75,8,-3,-3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/20/15,0.1,1,75,-3,-22,-5,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/21/15,0.08,1.1,74,8,-10,6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/22/15,0.2,2.9,79,14,5,13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/23/15,0.05,4,83,13,-16,-16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/24/15,0,0,81,0,-22,0,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/25/15,0,0,80,8,-2,5,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/26/15,0,0.2,79,6,-11,-2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/27/15,0,0,76,3,-12,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/28/15,0,0,74,8,-6,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/1/15,0,0,76,16,1,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/2/15,0.2,2,79,12,6,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/3/15,0,0,78,13,-4,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/4/15,0.21,1.1,79,21,7,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/5/15,0.02,0.3,79,19,-6,-6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/6/15,0,0,78,6,-11,5,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/7/15,0,0,78,12,0,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/8/15,0.1,2,80,16,9,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/9/15,0.2,1.1,84,22,9,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/10/15,0,0,84,36,18,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/11/15,0,0,82,35,25,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/12/15,0.1,1,83,28,3,6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/13/15,0,0,81,28,3,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/14/15,0.02,1.2,81,29,14,24,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/15/15,0.66,4,84,28,13,13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/16/15,0,0,84,26,8,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/17/15,0.36,3.5,85,26,9,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/18/15,0.03,0.2,85,10,-5,-1,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/19/15,0,0,85,7,-5,6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/20/15,0,0,84,22,3,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/21/15,0.11,1,85,26,17,24,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/22/15,0.1,1,87,24,-11,-3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/23/15,0,0,87,3,-13,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/24/15,0,0,87,20,-1,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/25/15,0,0,84,31,14,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/26/15,0.2,1,86,31,25,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/27/15,0.47,5,88,29,22,24,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/28/15,0,0,88,29,9,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/29/15,0,0,87,14,3,14,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/30/15,0,0.3,87,22,14,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/31/15,0.23,2,87,22,12,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/1/15,0,0,88,18,7,17,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/2/15,0,0,88,42,13,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/3/15,0,0,83,46,13,46,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/4/15,0.66,7,87,48,10,13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/5/15,0,0,86,20,9,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/6/15,0.02,0.9,87,22,14,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/7/15,0.07,0,88,29,17,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/8/15,0,0,88,29,15,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/9/15,0.25,2,90,25,16,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/10/15,0.3,0,88,46,21,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/11/15,0,0,88,44,21,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/12/15,0,0,86,45,23,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/13/15,0,0,82,57,38,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/14/15,0.07,0,77,57,29,43,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/15/15,0,0,77,43,28,37,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/16/15,0,0,76,51,28,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/17/15,0.18,0,74,51,33,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/18/15,0,0,72,48,32,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/19/15,0,0,71,42,22,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/20/15,0.06,0.3,71,42,24,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/21/15,0.8,0,70,39,29,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/22/15,0.05,0,70,38,28,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/23/15,0.6,3.2,72,33,20,24,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/24/15,0.32,3,72,25,18,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/25/15,0,0,75,27,16,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/26/15,0,0,74,31,26,31,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/27/15,0.6,3,77,32,26,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/28/15,0.1,0,73,35,27,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/29/15,0,0,71,42,34,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/30/15,0,0,70,45,31,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/1/15,0,0,68,45,35,43,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/2/15,0,0,67,56,40,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/3/15,0,0,64,61,40,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/4/15,0,0,58,65,49,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/5/15,0.07,0,53,65,37,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/6/15,0,0,51,58,40,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/7/15,0,0,47,65,47,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/8/15,0,0,42,71,54,71,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/9/15,0,0,40,71,54,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/10/15,0,0,34,69,53,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/11/15,0.75,0,28,63,53,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/12/15,1.6,0,25,58,51,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/13/15,0.32,0,21,56,28,37,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/14/15,0,0,21,47,31,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/15/15,0,0,,57,39,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/16/15,0,0,19,61,45,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/17/15,0.06,0,14,61,49,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/18/15,0,0,12,68,50,65,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/19/15,0,0,7,66,53,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/20/15,0.03,0,7,62,27,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/21/15,0,0,5,52,31,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/22/15,0,0,,53,34,38,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/23/15,0,0,2,44,20,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/24/15,0,0,2,61,36,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/25/15,0,0,0,62,50,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/26/15,0.29,0,0,70,54,70,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/27/15,0.03,0,0,73,58,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/28/15,0.78,0,0,63,50,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/29/15,0.32,0,0,64,47,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/30/15,0,0,0,69,56,68,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/31/15,2.01,0,0,68,35,37,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/1/15,1.12,0,0,39,34,39,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/2/15,0.27,0,0,42,34,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/3/15,0.12,0,0,51,31,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/4/15,0,0,0,62,40,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/5/15,0.02,0,0,62,48,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/6/15,0.6,0,0,60,40,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/7/15,0,0,0,59,40,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/8/15,0.77,0,0,59,49,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/9/15,2.32,0,0,59,50,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/10/15,1.98,0,0,61,45,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/11/15,0.02,0,0,61,49,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/12/15,0.05,0,0,61,49,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/13/15,1.77,0,0,67,52,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/14/15,0,0,0,63,52,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/15/15,0.31,0,0,63,48,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/16/15,0.71,0,0,59,49,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/17/15,0.19,0,0,62,38,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/18/15,0,0,0,65,50,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/19/15,0.6,0,0,62,44,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/20/15,0,0,0,62,40,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/21/15,2.02,0,0,64,54,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/22/15,0.46,0,0,62,50,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/23/15,0.62,0,0,63,54,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/24/15,0,0,0,64,42,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/25/15,0.21,0,0,57,44,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/26/15,0,0,0,61,47,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/27/15,0,0,0,61,49,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/28/15,0.71,0,0,58,43,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/29/15,0.67,0,0,49,42,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/30/15,0,0,0,63,47,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/1/15,0.88,0,0,55,48,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/2/15,0.45,0,0,57,42,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/3/15,0,0,0,60,44,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/4/15,0,0,0,62,50,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/5/15,0.29,0,0,63,50,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/6/15,0,0,0,67,53,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/7/15,0,0,0,69,59,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/8/15,0.66,0,0,66,46,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/9/15,0,0,0,58,48,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/10/15,0.01,0,0,65,50,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/11/15,0,0,0,69,53,68,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/12/15,0,0,0,70,57,69,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/13/15,0,0,0,71,60,68,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/14/15,0,0,0,69,56,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/15/15,0.69,0,0,65,43,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/16/15,0,0,0,57,41,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/17/15,0,0,0,65,47,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/18/15,0.34,0,0,65,53,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/19/15,0.99,0,0,68,58,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/20/15,0.42,0,0,68,56,66,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/21/15,0.61,0,0,69,55,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/22/15,0,0,0,61,46,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/23/15,0.13,0,0,59,47,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/24/15,0.19,0,0,59,45,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/25/15,0,0,0,65,50,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/26/15,0.05,0,0,67,55,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/27/15,0,0,0,69,59,66,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/28/15,0.38,0,0,71,56,69,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/29/15,0,0,0,76,61,73,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/30/15,0.11,0,0,76,59,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/31/15,0,0,0,61,54,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/1/15,0.02,0,0,64,52,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/2/15,0.14,0,0,65,49,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/3/15,0.13,0,0,69,49,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/4/15,0.06,0,0,65,51,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/5/15,0.05,0,0,60,49,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/6/15,0.06,0,0,55,46,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/7/15,0,0,0,57,46,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/8/15,0,0,0,58,48,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/9/15,0,0,0,67,50,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/10/15,0,0,0,69,53,65,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/11/15,0.85,0,0,65,52,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/12/15,0.6,0,0,58,52,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/13/15,0.1,0,0,58,47,53,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/14/15,0.25,0,0,66,49,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/15/15,0.02,0,0,66,59,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/16/15,0,0,0,69,59,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/17/15,0,0,0,72,59,71,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/18/15,0,0,0,76,59,74,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/19/15,0,0,0,75,62,68,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/20/15,0.22,0,0,73,58,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/21/15,0.63,0,0,73,53,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/22/15,0,0,0,64,50,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/23/15,0,0,0,69,53,67,,,,,,
