"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-01-23","2.1",,,"12.2",,"0.0",,"2.8","-1.0",,"  220","  210","6.3","8.9","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-01-24","4.4",,,"2.0",,"0.0",,"1.7","-11.6",,"  320","  320","9.4","14.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-01-25","3.2",,,"0.0","0.0","0.0",,"-9.3","-15.5",,"  320","  330","7.6","10.7",,,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-01-26","0.5",,,"0.0",,"0.0",,"-2.7","-17.1",,"  300","  290","4.0","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-01-27","2.8",,,"0.0",,"0.0",,"7.8","-12.1",,"  200","  220","6.7","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-01-28","2.9",,,"0.0",,"0.0",,"6.7","-1.0",,"  220","  220","7.2","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-01-29","2.5",,,"0.0",,"0.0",,"-0.5","-5.5",,"   70","   50","4.5","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-01-30","3.2",," 1718","0.0",,,,"-5.5","-11.0",,"  330","  330","7.2","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-01-31","2.8",," 1816","0.3",,,,"-2.1","-14.9",,"  170","  170","8.9","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-01","3.5",,,"1.0",,"0.0",,"3.3","-2.7",,"  350","  210","7.2","10.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-02","4.9",,,"0.3",,"0.0",,"-2.1","-17.1",,"  340","  340","9.8","13.4","    1",,,,"    1","    1"
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-03","1.8",,,"0.0",,"0.0",,"-7.1","-22.1",,"  210","  200","6.7","9.8",,,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-04","1.7",,,"5.1",,"0.0",,"0.0","-7.7",,"  170","  180","5.8","8.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-05","2.6",,,"0.8",,"0.0",,"-1.6","-19.3",,"  320","  330","10.7","17.0","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-06","1.9",,,"0.5",,"0.0",,"-2.7","-17.7",,"  210","  240","6.3","8.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-07","1.0",,,"13.5",,"0.0",,"-5.5","-20.5",,"  320","  320","7.2","12.5","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-08","1.6",,,"0.0",,"0.0",,"-6.6","-18.2",,"  340","  340","6.3","8.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-09","2.2",,,"0.5",,"0.0",,"-4.9","-17.7",,"  210","  210","6.3","8.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-10","1.6",,,"4.6",,"0.0",,"0.0","-7.1",,"   20","   30","5.8","7.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-11","1.4",,,"0.5",,"0.0",,"2.2","-6.0",,"  180","  190","5.4","6.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-12","5.4",,,"0.5",,"0.0",,"1.7","-8.2",,"   10","  320","10.7","15.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-13","1.1",,,"0.0",,"0.0",,"-3.8","-21.0",,"  160","  340","4.5","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-14","2.2",,,"0.0","0.0","0.0",,"3.9","-11.6",,"  210","  190","6.3","8.5",,,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-15","1.1",,,"0.0","0.0","0.0",,"11.1","-9.9",,"  260","  260","5.8","8.9","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-16","2.8",,,"1.8",,"0.0",,"5.0","-9.3",,"  360","  350","8.1","11.6","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-17","2.6",,,"0.5",,"0.0",,"0.0","-16.6",,"  170","  170","8.1","12.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-18","1.3",,,"3.3",,"0.0",,"1.7","-10.5",,"  330","  320","8.1","11.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-19","1.5",,,"1.0",,"0.0",,"7.2","-14.3",,"  170","  170","7.6","11.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-20","0.9",,,"4.3",,"0.0",,"6.1","0.0",,"  210","  210","3.6","4.0","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-21","3.7",,,"0.3",,,,"20.6","-0.5",,"  350","  340","9.4","15.2","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-22","1.8",,,"0.0","0.0","0.0",,"-0.5","-8.8",,"   20","  360","4.5","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-23","2.6",,,"4.3",,"0.0",,"3.3","-9.9",,"  190","  170","10.3","14.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-24","2.1",,,"0.0",,"0.0",,"5.0","-4.9",,"  340","  350","7.6","11.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-25","3.5",,,"3.6",,"0.0",,"2.2","-5.5",,"  190","  170","12.5","18.8","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-26","2.6",,,"0.0","0.0","0.0",,"5.0","-4.9",,"  220","  310","6.7","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-27","1.9",,,"0.0","0.0","0.0",,"8.3","-3.8",,"  310","  310","7.2","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-02-28","2.6",,,"0.0",,"0.0",,"13.3","0.6",,"  200","  200","7.2","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-01","2.8",,,"1.5",,"0.0",,"8.3","-1.0",,"   10",,"5.4",,"    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-02","4.2",,,"3.6",,"0.0",,"0.0","-1.0",,"   10","   20","9.4","11.2","    1",,,"    1",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-03","4.2",,,"0.0","0.0","0.0",,"2.2","-1.6",,"   10","   10","8.9","12.1",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-04","3.3",,,"0.8",,"0.0",,"2.2","-1.0",,"  340","  340","6.3","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-05","3.9",,,"0.3",,"0.0",,"2.2","-2.7",,"   20","   30","7.2","10.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-06","1.3",,,"0.0","0.0","0.0",,"6.1","-6.6",,"  210","  190","6.7","8.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-07","2.6",,,"4.8",,"0.0",,"1.1","-3.8",,"  170","  150","6.3","8.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-08","2.9",,,"10.2",,"0.0",,"-1.0","-3.8",,"  360","   10","7.2","8.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-09","0.9",,,"0.0",,"0.0",,"1.1","-6.0",,"  320","  320","4.0","6.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-10","3.1",,,"1.5",,"0.0",,"0.0","-2.7",,"  310","  310","6.3","10.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-11","1.9",,,"0.0",,"0.0",,"-0.5","-3.8",,"  340","  330","5.4","8.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-12","1.6",,,"0.0",,"0.0",,"2.8","-4.9",,"  140","  120","5.4","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-13","2.9",,,"15.0",,"0.0",,"0.6","-3.8",,"  360","  360","6.7","8.5","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-14","2.0",,,"8.6",,"0.0",,"0.6","-2.7",,"  340",,"4.5",,"    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-15","3.4",,,"1.5",,"0.0",,"0.6","-3.2",,"  310","  320","7.6","12.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-16","4.7",,,"0.0",,"0.0",,"-3.2","-7.7",,"  320","  320","9.8","15.7",,,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-17","4.6",,,"0.0",,"0.0",,"-6.0","-22.1",,"  350","  360","13.0","21.5",,,,,,"    1"
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-18","2.4",,,"0.0",,"0.0",,"-6.6","-26.6",,"  330","  330","6.7","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-19","2.3",,,"0.0",,"0.0",,"-5.5","-23.8",,"   10","   10","7.6","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-20","1.8",,,"0.0",,"0.0",,"1.1","-22.1",,"   10","   10","6.7","7.6","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-21","1.3",,,"0.0",,"0.0",,"2.8","-18.2",,"   10",,"5.8",,,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-22","2.6",,,"0.0","0.0","0.0",,"3.3","-11.0",,"  330","  320","7.6","11.6","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-23","2.0",,,"0.0","0.0","0.0",,"3.9","-12.1",,"  330","  310","7.2","11.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-24","3.8",,,"0.0",,"0.0",,"0.6","-8.2",,"   10","   10","9.8","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-25","1.9",,,"0.0",,"0.0",,"3.9","-7.1",,"   20","   30","7.6","9.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-26","0.7",,,"0.0","0.0","0.0",,"8.3","-13.2",,"   10","   10","3.1","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-27","3.4",,,"0.3",,"0.0",,"7.8","-11.6",,"  170","  170","10.7","13.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-28","1.6",,,"0.3",,"0.0",,"7.2","-2.7",,"  180","  150","7.2","10.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-29","0.8",,,"7.1",,"0.0",,"10.6","-1.0",,"  160","  140","4.5","5.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-30","2.7",,,"7.9",,"0.0",,"5.6","0.0",,"  320","  330","6.7","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-03-31","3.1",,,"0.0","0.0","0.0",,"8.9","-6.0",,"  200","  190","9.4","13.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-01","3.7",,,"0.5",,"0.0",,"8.3","-2.1",,"  210","  230","10.3","16.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-02","1.6",,,"0.0","0.0","0.0",,"5.0","-4.9",,"  210","  210","6.7","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-03","1.7",,,"1.3",,"0.0",,"8.3","-4.9",,"  180","  160","8.1","10.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-04","3.2",,,"15.2",,"0.0",,"5.6","-4.9",,"  260","  250","10.3","17.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-05","2.9",,,"0.0",,"0.0",,"-1.6","-7.7",,"  300","  300","8.9","15.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-06","1.7",,,"2.3",,"0.0",,"2.2","-10.5",,"  170","  170","8.9","11.6","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-07","2.8",,,"0.0","0.0","0.0",,"3.9","-4.3",,"  210","  210","8.9","15.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-08","2.7",,,"0.0",,"0.0",,"1.1","-8.2",,"  310","  310","6.3","10.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-09","3.4",,,"0.0",,"0.0",,"1.1","-7.1",,"  350","  350","7.6","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-10","1.1",,,"0.0","0.0","0.0",,"3.9","-8.2",,"   10","   10","4.5","5.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-11","2.2",,,"0.3",,"0.0",,"7.2","-7.7",,"  210","  230","7.2","9.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-12","2.6",,,"9.4",,"0.0",,"9.4","-2.1",,"  210","  180","7.2","10.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-13","1.7",,,"12.4",,"0.0",,"10.0","4.4",,"   20","  350","6.3","8.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-14","4.0",,,"2.3",,,,,,,"  330","  330","5.8","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-15","2.7",,,"7.9",,,,"-0.5","-6.0",,"  150","  140","5.8","7.6","    1",,,"    1","    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-16","2.3",,,"9.1",,"0.0",,"4.4","-3.2",,"  170","  160","7.6","10.7","    1",,,"    1",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-17","1.1",,,"3.8",,"0.0",,"3.9","-0.5",,"   30","  340","5.8","7.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-18","3.6",,,"0.0",,"0.0",,"6.7","-0.5",,"  220","  210","7.6","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-19","2.4",,,"0.5",,"0.0",,"5.0","0.0",,"   10","  340","6.7","8.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-20","2.1",,,"0.0",,"0.0",,"3.3","-1.0",,"  290","  280","7.2","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-21","2.4",,,"0.0","0.0","0.0",,"10.0","-3.8",,"  320","  320","8.1","12.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-22","2.1",,,"0.0","0.0","0.0",,"12.2","-6.0",,"   10","   20","8.1","13.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-23","1.0",,,"0.0","0.0","0.0",,"18.3","-7.1",,"  190","  200","4.5","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-24","2.6",,,"0.0","0.0","0.0",,"21.7","-2.1",,"  200","  160","7.6","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-25","0.7",,,"8.1",,"0.0",,"11.7","5.0",,"  160","  170","4.0","5.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-26","1.1",,,"7.4",,"0.0",,"12.2","7.2",,"  170","  170","5.8","7.2","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-27","1.1",,,"2.3",,"0.0",,"13.9","3.9",,"  170","  210","6.3","7.6","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-28","1.5",,,"2.8",,"0.0",,"17.2","6.7",,"  200","  200","6.3","7.6","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-29","1.7",,,"13.2",,"0.0",,"8.3","1.7",,"   20","   10","5.4","6.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-04-30","2.0",,,"4.1",,"0.0",,"10.6","0.0",,"  340","  340","6.3","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-01","1.1",,,"0.3",,"0.0",,"18.9","5.6",,"   40","  220","3.6","4.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-02","3.6",,,"0.3",,"0.0",,"29.4","3.9",,"  200","  190","9.8","13.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-03","0.6",,,"2.8","0.0","0.0",,"20.6","12.8",,"  360","  340","5.8","6.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-04","1.3",,,"29.2","0.0","0.0",,"22.8","12.2",,"  210","  220","6.3","17.0","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-05","3.3",,,"0.0","0.0","0.0",,"21.1","8.3",,"  270","  230","7.6","14.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-06","1.9",,,"0.0","0.0","0.0",,"20.6","6.7",,"   20","   20","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-07","2.6",,,"0.0",,"0.0",,"16.1","0.6",,"   20","   20","9.4","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-08","1.3",,,"0.0","0.0","0.0",,"22.8","-1.6",,"  200","  210","4.5","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-09","2.0",,,"0.0","0.0","0.0",,"26.7","1.1",,"  140","  200","6.3","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-10","4.7",,,"0.0",,"0.0",,"22.8","8.9",,"  350","  320","10.3","14.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-11","4.2",,,"0.0","0.0","0.0",,"11.7","-1.0",,"  350","  340","10.3","16.1",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-12","1.9",,,"0.0","0.0","0.0",,"17.8","-2.7",,"   10","   40","7.2","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-13","2.1",,,"0.0","0.0","0.0",,"21.7","-2.1",,"  170","  160","7.2","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-14","2.1",,,"0.0","0.0","0.0",,"25.0","3.3",,"  220","  210","7.6","10.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-15","1.3",,,"10.9",,"0.0",,"16.1","4.4",,"  330","  330","6.7","9.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-16","2.2",,,"0.0","0.0","0.0",,"21.7","0.6",,"  160","  180","7.6","9.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-17","2.7",,,"0.0","0.0","0.0",,"20.6","5.6",,"  340","  360","7.6","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-18","0.9",,,"0.0","0.0","0.0",,"20.0","0.0",,"   30","   20","5.4","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-19","2.5",,,"3.8",,"0.0",,"17.8","1.1",,"  170","  170","8.1","12.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-20","2.6",,,"3.8",,"0.0",,"17.8","5.6",,"  350","  340","6.3","9.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-21","1.5",,,"0.0","0.0","0.0",,"24.4","1.7",,"  320","  330","7.2","10.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-22","1.3",,,"7.4",,"0.0",,"20.6","5.6",,"  220","  190","8.1","13.0","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-23","1.8",,,"0.0",,"0.0",,"22.2","5.6",,"   10","   10","7.6","10.3","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-24","2.0",,,"0.0","0.0","0.0",,"22.2","3.3",,"   10","  360","7.6","10.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-25","3.4",,,"0.8",,"0.0",,"26.7","6.1",,"  210","  210","8.1","12.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-26","1.0",,,"5.1","0.0","0.0",,"20.0","13.3",,"  360","  360","6.3","7.6","    1","    1","    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-27","3.1",,,"0.0","0.0","0.0",,"17.2","10.6",,"  160","  190","7.2","10.7","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-28","2.8",,,"0.0","0.0","0.0",,"24.4","10.6",,"  210","  200","6.7","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-29","2.0",,,"0.0","0.0","0.0",,"25.6","6.1",,"  330","  310","6.7","9.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-30","1.8",,,"0.0","0.0","0.0",,"27.8","3.3",,"  170","  200","6.3","8.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-05-31","3.1",,,"0.0","0.0","0.0",,"28.9","10.6",,"  210","  200","8.1","12.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-01","1.7",,,"0.0","0.0","0.0",,"29.4","20.0",,"  210","  210","6.7","8.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-02","2.9",,,"0.0",,"0.0",,"22.8","7.2",,"   20","   20","7.6","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-03","2.4",,,"0.0","0.0","0.0",,"23.9","2.8",,"  190","  200","8.9","12.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-04","3.1",,,"5.8",,"0.0",,"12.2","7.8",,"  190","  170","7.2","10.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-05","1.3",,,"0.5",,"0.0",,"13.9","4.4",,"  360","   10","4.5","5.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-06","1.4",,,"0.0",,"0.0",,"17.8","5.6",,"  360","   10","6.3","8.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-07","1.2",,,"0.0","0.0","0.0",,"20.6","6.1",,"  220","  180","5.8","8.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-08","2.1",,,"0.3",,"0.0",,"22.2","5.6",,"   20","  360","7.2","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-09","1.8",,,"0.0","0.0","0.0",,"22.2","4.4",,"  350","  300","7.2","10.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-10","1.7",,,"0.0","0.0","0.0",,"20.6","1.1",,"   20","   20","6.7","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-11","1.0",,,"0.0","0.0","0.0",,"23.3","0.6",,"  350","  340","5.4","7.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-12","1.9",,,"0.0","0.0","0.0",,"26.7","2.2",,"  210","  210","7.6","12.1",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-13","3.0",,,"1.3","0.0","0.0",,"27.2","10.0",,"  210","  220","7.2","10.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-14","2.6",,,"2.5","0.0","0.0",,"18.3","11.7",,"  340","  270","5.4","9.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-15","2.4",,,"0.3",,"0.0",,"23.3","8.3",,"  340","  320","5.8","8.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-16","1.7",,,"0.0","0.0","0.0",,"26.7","6.1",,"  350","  340","5.8","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-17","1.3",,,"0.0","0.0","0.0",,"30.0","6.7",,"  210","  200","5.8","8.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-18","2.6",,,"38.1","0.0","0.0",,"29.4","16.7",,"  340","  340","9.8","12.5","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-19","3.7",,,"0.0","0.0","0.0",,"21.7","8.9",,"  360","  360","8.9","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-20","1.7",,,"0.0","0.0","0.0",,"24.4","6.1",,"  210","  300","5.8","8.5","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-21","2.9",,,"0.0","0.0","0.0",,"20.0","5.0",,"  350","   20","7.2","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2018-06-22","1.2",,,"0.0","0.0","0.0",,"25.6","2.2",,"  220","  240","5.4","6.7","    1",,,,,
